"Name","Style","ABV","Ratings","Avg","Score","Reviews","pDev","State","Brewery","Beer_URL"
"Raspberry Wheat","Fruit / Vegetable Beer",4.76,14,3.81,84,3,12.07,"AK","Glacier Brewhouse","/beer/profile/377/29361/"
"Black Fang","Russian Imperial Stout",8,14,4.19,86,8,6.68,"AK","Haines Brewing Company","/beer/profile/829/3498/"
"Devil Made Me Do It IPA","American IPA",6.6,10,3.85,84,6,6.75,"AK","Haines Brewing Company","/beer/profile/829/3499/"
"Broken Birch Bitter","Extra Special / Strong Bitter (ESB)",4.5,12,3.55,83,4,11.55,"AK","Homer Brewing","/beer/profile/406/1196/"
"China Poot Porter","American Porter",5.4,10,3.68,84,2,12.23,"AK","Homer Brewing","/beer/profile/406/1197/"
"Odyssey Oatmeal Stout","Oatmeal Stout",6,15,3.87,85,5,13.7,"AK","Homer Brewing","/beer/profile/406/1198/"
"Old Inlet Pale Ale","American Pale Ale (APA)",5,12,3.65,83,2,12.6,"AK","Homer Brewing","/beer/profile/406/1199/"
"Red Knot Scottish Ale","Scottish Ale",5.6,11,3.37,82,2,17.8,"AK","Homer Brewing","/beer/profile/406/1200/"
"Beaver Tail Blonde","American Blonde Ale",5.2,21,3.74,84,5,16.58,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/39501/"
"Big Nutz","American Brown Ale",8.5,21,3.75,84,9,13.6,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/78152/"
"Caribou Kilt","Scotch Ale / Wee Heavy",8.5,23,3.72,84,14,12.9,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/39487/"
"Chocolate Cherry Stout","American Double / Imperial Stout",8.5,12,3.85,84,3,9.61,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/77657/"
"Dolly Varden Nut Brown","American Brown Ale",5.5,25,3.66,83,9,13.11,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/54704/"
"Moose Point Porter","American Porter",5.2,23,3.9,85,10,8.21,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/39500/"
"Morning Wood IPA","English India Pale Ale (IPA)",6.4,49,3.65,83,17,8.49,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/39499/"
"Orion's Quest Red Ale","American Amber / Red Ale",6.8,10,3.38,83,5,10.36,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/94796/"
"Roughneck Stout","Oatmeal Stout",7.2,24,3.85,85,10,7.53,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/39488/"
"Smoked Russian Imperial Stout","American Double / Imperial Stout",9.5,20,4.25,87,10,7.53,"AK","Kassik's Kenai Brew Stop","/beer/profile/14518/54716/"
"Arctic XPA","American Pale Ale (APA)",5.8,13,4.09,86,2,6.36,"AK","Kenai River Brewing Co.","/beer/profile/14520/71462/"
"Breakfast Beer","Oatmeal Stout",4,25,3.91,85,5,12.53,"AK","Kenai River Brewing Co.","/beer/profile/14520/56035/"
"Peninsula Brewer's Reserve","American Blonde Ale",5,15,3.2,81,6,15.63,"AK","Kenai River Brewing Co.","/beer/profile/14520/101466/"
"Skilak Scottish","Scottish Ale",5.8,35,3.62,83,10,20.99,"AK","Kenai River Brewing Co.","/beer/profile/14520/35558/"
"Sunken Island IPA","English India Pale Ale (IPA)",6.8,31,3.86,85,14,8.03,"AK","Kenai River Brewing Co.","/beer/profile/14520/35559/"
"Irish Gael","Foreign / Export Stout",9,11,3.79,84,5,7.39,"AK","King Street Brewing Company","/beer/profile/27257/99241/"
"Irish Stout","Irish Dry Stout",4.9,16,4.08,86,3,10.05,"AK","King Street Brewing Company","/beer/profile/27257/102070/"
"King Street Hefeweizen","Hefeweizen",5.7,17,4.01,85,5,8.48,"AK","King Street Brewing Company","/beer/profile/27257/102067/"
"King Street IPA","American IPA",6,53,4.1,88,12,8.29,"AK","King Street Brewing Company","/beer/profile/27257/83062/"
"King Street Pilsner","Czech Pilsener",5.5,13,4.13,86,2,11.86,"AK","King Street Brewing Company","/beer/profile/27257/102069/"
"Nobility Barley Wine","English Barleywine",9,14,4.18,86,5,6.7,"AK","King Street Brewing Company","/beer/profile/27257/103227/"
"Arctic Rhino Coffee Porter","American Porter",5,341,3.73,84,182,10.46,"AK","Midnight Sun Brewing Co.","/beer/profile/385/23269/"
"Bar Fly (Bourbon Barrel Aged)","American Double / Imperial Stout",11.6,178,4.34,94,41,7.14,"AK","Midnight Sun Brewing Co.","/beer/profile/385/129517/"
"BREWtality - Espresso Black Bier","Schwarzbier",9.7,205,4.15,91,57,9.4,"AK","Midnight Sun Brewing Co.","/beer/profile/385/48208/"
"Cohoho Imperial IPA","American Double / Imperial IPA",8,259,3.91,87,161,10.74,"AK","Midnight Sun Brewing Co.","/beer/profile/385/3500/"
"Fallen Angel","Belgian Strong Pale Ale",8,125,3.96,88,61,9.85,"AK","Midnight Sun Brewing Co.","/beer/profile/385/34364/"
"Gluttony","American Double / Imperial IPA",10.5,91,4.07,89,61,10.57,"AK","Midnight Sun Brewing Co.","/beer/profile/385/35400/"
"Hop Dog Double Wheat IPA","American Double / Imperial IPA",8,123,3.78,85,57,11.9,"AK","Midnight Sun Brewing Co.","/beer/profile/385/60320/"
"Kodiak Brown Ale","American Brown Ale",5,238,3.64,83,129,11.81,"AK","Midnight Sun Brewing Co.","/beer/profile/385/1086/"
"Meltdown Double IPA","American Double / Imperial IPA",8,157,3.84,86,71,9.38,"AK","Midnight Sun Brewing Co.","/beer/profile/385/42111/"
"Modern Romance","Belgian Strong Dark Ale",9.3,77,3.86,86,12,8.55,"AK","Midnight Sun Brewing Co.","/beer/profile/385/122028/"
"Monk's Mistress","Belgian Strong Dark Ale",11.5,320,4.06,90,178,9.36,"AK","Midnight Sun Brewing Co.","/beer/profile/385/12163/"
"Moscow","Russian Imperial Stout",11,282,4.11,91,65,8.52,"AK","Midnight Sun Brewing Co.","/beer/profile/385/76910/"
"Oak Aged Monk's Mistress Dark Strong Ale","Belgian Strong Dark Ale",11.5,58,4.16,89,31,11.06,"AK","Midnight Sun Brewing Co.","/beer/profile/385/24489/"
"Oosik Amber Ale","Altbier",5,31,3.77,84,9,9.81,"AK","Midnight Sun Brewing Co.","/beer/profile/385/3503/"
"Panty Peeler","Tripel",8.5,274,3.92,87,113,10.71,"AK","Midnight Sun Brewing Co.","/beer/profile/385/44960/"
"Pleasure Town IPA","American IPA",6.3,128,3.57,82,26,12.04,"AK","Midnight Sun Brewing Co.","/beer/profile/385/113027/"
"Pride","Belgian Strong Pale Ale",6.5,57,4.18,89,41,8.85,"AK","Midnight Sun Brewing Co.","/beer/profile/385/39955/"
"Sloth - Belgian-Style Imperial Stout","Russian Imperial Stout",10.2,115,4.38,94,59,8.68,"AK","Midnight Sun Brewing Co.","/beer/profile/385/39443/"
"Snowshoe White","Witbier",4.8,58,3.53,82,22,8.5,"AK","Midnight Sun Brewing Co.","/beer/profile/385/81558/"
"Sockeye Red India Pale Ale","American IPA",5.7,432,3.79,85,221,10.55,"AK","Midnight Sun Brewing Co.","/beer/profile/385/1089/"
"Son Of A Berserker!","American Double / Imperial Stout",8.5,58,4.02,87,10,9.45,"AK","Midnight Sun Brewing Co.","/beer/profile/385/46946/"
"Specialty Beer XXX Black Double IPA","American Black Ale",8.5,177,3.99,88,81,8.77,"AK","Midnight Sun Brewing Co.","/beer/profile/385/47326/"
"Termination Dust","English Barleywine",13,67,4.12,89,17,8.74,"AK","Midnight Sun Brewing Co.","/beer/profile/385/136805/"
"TREAT (Imperial Chocolate Pumpkin Porter)","American Porter",7.8,738,4.1,91,314,11.71,"AK","Midnight Sun Brewing Co.","/beer/profile/385/26972/"
"Tree Hugger","Foreign / Export Stout",7.8,28,3.99,86,11,10.28,"AK","Midnight Sun Brewing Co.","/beer/profile/385/62706/"
"Trickster","Pumpkin Ale",7,90,3.6,82,22,11.39,"AK","Midnight Sun Brewing Co.","/beer/profile/385/54261/"
"Tundra Wookie","Belgian Strong Dark Ale",13,10,4.25,86,5,5.41,"AK","Midnight Sun Brewing Co.","/beer/profile/385/180975/"
"Coldfoot Pilsner Lager","German Pilsener",5.2,24,3.84,85,14,10.16,"AK","Silver Gulch Brewing and Bottling Co.","/beer/profile/408/1204/"
"Copper Creek Amber Ale","American Amber / Red Ale",4.8,23,3.56,83,11,10.96,"AK","Silver Gulch Brewing and Bottling Co.","/beer/profile/408/1201/"
"Epicenter Ale","American Strong Ale",7.9,16,3.48,83,5,11.21,"AK","Silver Gulch Brewing and Bottling Co.","/beer/profile/408/72649/"
"Fairbanks Lager","Vienna Lager",4.8,24,3.76,84,12,10.9,"AK","Silver Gulch Brewing and Bottling Co.","/beer/profile/408/1202/"
"Old 55 Pale Ale","American Pale Ale (APA)",NA,13,3.28,82,1,10.67,"AK","Silver Gulch Brewing and Bottling Co.","/beer/profile/408/92449/"
"Osculum Infame","Belgian Strong Pale Ale",10.5,15,4.39,87,1,9.34,"AK","Silver Gulch Brewing and Bottling Co.","/beer/profile/408/56017/"
"Pick Axe Porter","American Porter",4.5,44,3.76,84,18,13.83,"AK","Silver Gulch Brewing and Bottling Co.","/beer/profile/408/1203/"
"Blue Top Porter","American Porter",NA,20,3.47,82,5,8.93,"AK","Skagway Brewing Company","/beer/profile/2422/46058/"
"Boom Town Brown","American Brown Ale",5.6,20,3.6,83,6,8.61,"AK","Skagway Brewing Company","/beer/profile/2422/46057/"
"Chilkoot Trail IPA","American IPA",NA,19,3.71,84,5,6.74,"AK","Skagway Brewing Company","/beer/profile/2422/43702/"
"Spruce Tip Ale","Fruit / Vegetable Beer",5.5,36,3.88,85,8,12.37,"AK","Skagway Brewing Company","/beer/profile/2422/42799/"
"Williwaw IPA","American IPA",6.7,17,3.76,84,9,9.84,"AK","St. Elias Brewing Company","/beer/profile/18085/45707/"
"Rainy Day IPA","American IPA",6.8,10,4.13,85,3,11.38,"AZ","1702 / The Address Brewing Co.","/beer/profile/17783/76453/"
"American Presidential Stout","American Double / Imperial Stout",11,53,3.99,87,5,10.53,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/117184/"
"Baboquivari Blonde","Belgian Pale Ale",6.5,12,4.36,87,1,14.45,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/111240/"
"Barely Wine Barley Wine","English Barleywine",9.8,14,4.02,85,1,8.46,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/112443/"
"Barrel Aged American Presidential Stout","American Double / Imperial Stout",11.5,43,4.5,92,5,6.89,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/123384/"
"Bear Wallow Berliner Weiss","Berliner Weissbier",3.2,64,3.93,86,7,9.67,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/104698/"
"Bear Wallow Berliner Weisse (Grapefruit)","Berliner Weissbier",3.8,12,4.17,86,0,11.03,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/113517/"
"Biere De Wassail","Bière de Garde",7.6,11,3.64,83,1,8.52,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/149645/"
"Big Gye Rye","American Double / Imperial IPA",7.5,24,4.4,89,2,10,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/110847/"
"Blood Orange Gose","Gose",3.6,10,4.27,86,3,5.85,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/229691/"
"Chiricahua Common","American Brown Ale",5.2,10,3.53,83,0,15.86,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/115545/"
"DC Mountain Double IPA","American Double / Imperial IPA",8,65,4.3,91,7,11.63,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/113515/"
"Estrella Pale Ale","American Pale Ale (APA)",4.8,21,3.89,85,1,8.48,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/102540/"
"Gibraltar Gose","Gose",4.8,22,3.68,84,5,22.83,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/116687/"
"Gin Barrel Aged Headin' West","Saison / Farmhouse Ale",7,14,3.74,84,2,7.22,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/247759/"
"Juniper Mesa Arizona Dark Ale","American Black Ale",6.3,17,3.44,82,1,17.73,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/112285/"
"Lil Gye Rye Pale Ale","American Pale Ale (APA)",3.7,41,4.19,88,2,14.08,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/102093/"
"Oaked-N-Ordinary","English Bitter",4,19,3.87,85,1,16.02,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/113016/"
"Paiute Pale Ale","American Pale Ale (APA)",6.5,16,3.9,85,0,6.41,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/113516/"
"Peloncillo Porter","American Brown Ale",5.6,16,4.37,87,1,9.61,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/110922/"
"Picacho Pecan Pie Brown Ale","American Brown Ale",6,13,3.54,83,1,11.86,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/143805/"
"Pusch Ridge Porter","American Porter",4.6,13,4.17,86,1,7.43,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/117264/"
"Red Rock Secret","American Amber / Red Ale",6,23,3.76,84,0,8.78,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/102528/"
"Refuge IPA","American IPA",6.7,139,4.11,90,15,11.19,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/102534/"
"Saddle Mountain Saison","Saison / Farmhouse Ale",5.9,11,3.94,85,2,9.14,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/115544/"
"Salt River Saison","Saison / Farmhouse Ale",5.7,12,3.88,84,0,10.31,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/102526/"
"Santa Teresa Enkel","Belgian Pale Ale",5.2,29,3.86,85,3,7.77,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/102527/"
"Signal Mountain Stout","Milk / Sweet Stout",5.5,28,3.99,86,2,8.02,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/102542/"
"Suit-n-TiePA","American IPA",6.9,32,3.59,83,1,15.32,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/115926/"
"Superstition Coffee Stout (Nitro)","Oatmeal Stout",6.6,27,4.13,87,0,8.47,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/113017/"
"Superstition Coffee Stout (Regular)","American Stout",6.6,61,4.03,88,8,7.44,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/210325/"
"Table Top Saison","Saison / Farmhouse Ale",5.4,11,3.84,84,0,6.25,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/117265/"
"Tart Sunshine","American Wild Ale",4,26,4.24,88,3,6.13,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/247157/"
"The Roosevelts","American Double / Imperial IPA",8.2,10,4.19,86,3,7.64,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/210319/"
"Wet Beaver Wit","American Pale Wheat Ale",4.6,19,3.95,85,3,9.87,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/117266/"
"Woolsey Wit","Witbier",5.8,26,4.07,86,3,10.07,"AZ","Arizona Wilderness Brewing Co.","/beer/profile/32656/110923/"
"Bad Water Saison","Saison / Farmhouse Ale",6,37,2.29,71,7,34.5,"AZ","Bad Water Brewing","/beer/profile/31085/102071/"
"Western Lager","American Amber / Red Lager",5,34,2.85,76,4,30.88,"AZ","Bad Water Brewing","/beer/profile/31085/131529/"
"Trippleberrry Wheat","Fruit / Vegetable Beer",NA,10,4.05,85,4,15.56,"AZ","Barley Brothers Brewery & Grill","/beer/profile/4325/11067/"
"Barrio Blanco","American IPA",6,19,3.76,84,5,9.84,"AZ","Barrio Brewing Company","/beer/profile/16813/114710/"
"Barrio Copperhead Pale Ale","American Pale Ale (APA)",6.2,16,3.27,81,2,14.98,"AZ","Barrio Brewing Company","/beer/profile/16813/59495/"
"Barrio IPA","American IPA",7.2,32,3.84,85,6,9.64,"AZ","Barrio Brewing Company","/beer/profile/16813/51191/"
"Barrio NCAAle","American Strong Ale",9.2,11,3.9,85,2,8.97,"AZ","Barrio Brewing Company","/beer/profile/16813/48891/"
"Barrio Nolan's Porter","American Porter",6.2,15,4.45,88,3,15.28,"AZ","Barrio Brewing Company","/beer/profile/16813/59497/"
"Barrio Rojo","American Amber / Red Ale",5.7,31,3.47,82,6,13.26,"AZ","Barrio Brewing Company","/beer/profile/16813/116522/"
"Barrio Tucson Blonde","American Blonde Ale",4.53,50,3.45,81,10,13.91,"AZ","Barrio Brewing Company","/beer/profile/16813/59501/"
"Mocha Java Stout","English Stout",5.8,16,4.56,88,1,14.25,"AZ","Barrio Brewing Company","/beer/profile/16813/116655/"
"Hopshot IPA","American IPA",NA,24,3.65,83,13,12.88,"AZ","Beaver Street Brewery & Whistle Stop Cafe","/beer/profile/1104/9943/"
"R & R Oatmeal Stout","American Stout",5.4,30,3.94,86,8,7.61,"AZ","Beaver Street Brewery & Whistle Stop Cafe","/beer/profile/1104/53034/"
"Railhead Red","American Amber / Red Ale",5.2,17,3.47,82,9,13.54,"AZ","Beaver Street Brewery & Whistle Stop Cafe","/beer/profile/1104/10449/"
"Abbey Normal","Dubbel",6.6,23,3.4,82,3,13.53,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/67960/"
"Brewhouse Blonde","Kölsch",4.7,75,2.89,73,19,22.84,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/20060/"
"Field Day IPA","American IPA",6.5,10,3.41,83,1,18.18,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/119362/"
"Goliath Red","American Amber / Red Ale",9,26,3.65,83,6,13.97,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/16645/"
"Grand Cru","Belgian Strong Pale Ale",10,85,3.84,86,28,11.72,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/10689/"
"Harvest Hefeweizen","Hefeweizen",4.9,98,3.3,78,25,19.39,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/20059/"
"Hopstorm IPA","American IPA",6.5,25,2.98,78,1,24.5,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/171747/"
"Jeremiah Red Ale","Irish Red Ale",7.3,104,3.42,80,29,16.37,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/20268/"
"Juniper Rye","Rye Beer",5.8,12,3.37,82,11,10.09,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/7001/"
"Lightswitch Lager","Light Lager",3.5,12,3.16,81,0,11.39,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/122070/"
"Nit Wit","Witbier",4.7,29,3.52,82,11,14.49,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/19199/"
"Nutty Brewnette","American Brown Ale",5.9,84,3.44,80,17,17.73,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/24484/"
"Oasis Amber","American Amber / Red Ale",4.5,30,3.38,81,2,11.54,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/67202/"
"Octoberfest","Märzen / Oktoberfest",5.6,36,3.52,82,14,9.38,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/13859/"
"Piranha Pale Ale","American Pale Ale (APA)",5.7,136,3.52,81,32,15.34,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/20061/"
"PM Porter","American Porter",6.4,137,3.63,83,33,17.36,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/24482/"
"Pook's Pilsner","German Pilsener",5.3,20,3.15,80,12,13.65,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/21061/"
"Pumpkin Ale","Pumpkin Ale",4.7,65,3.71,84,25,14.82,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/13881/"
"Tatonka Stout","Russian Imperial Stout",8.5,144,3.41,79,53,20.53,"AZ","BJ's Restaurant & Brewhouse","/beer/profile/3042/24483/"
"Citrana Wild Ale","Gose",4,15,3.54,83,1,17.8,"AZ","Borderlands Brewing Co.","/beer/profile/28209/102073/"
"Noche Dulce Vanilla Porter","American Porter",7.1,58,3.68,83,14,15.49,"AZ","Borderlands Brewing Co.","/beer/profile/28209/77797/"
"Ol’ Loco IPA","American IPA",7,10,3.32,82,1,13.25,"AZ","Borderlands Brewing Co.","/beer/profile/28209/98407/"
"Prickly Pear Wheat","Fruit / Vegetable Beer",6,13,3.34,82,3,20.96,"AZ","Borderlands Brewing Co.","/beer/profile/28209/77798/"
"Big Blue Van","American Pale Wheat Ale",5.8,55,3.54,82,13,16.38,"AZ","College Street Brewhouse & Pub","/beer/profile/27266/77922/"
"Sweet Devil Stout","American Stout",6.5,62,3.52,82,20,13.35,"AZ","College Street Brewhouse & Pub","/beer/profile/27266/77925/"
"Bière Del Bac","Quadrupel (Quad)",9.3,10,4.06,85,3,7.64,"AZ","Dragoon Brewing Co.","/beer/profile/28873/88838/"
"Daisy","Berliner Weissbier",4,16,4.17,86,5,10.31,"AZ","Dragoon Brewing Co.","/beer/profile/28873/94805/"
"Dragoon IPA","American IPA",7.3,226,4.14,91,47,9.66,"AZ","Dragoon Brewing Co.","/beer/profile/28873/80495/"
"Half Moon Dunkel Weiss","Dunkelweizen",4.4,10,3.93,85,3,17.81,"AZ","Dragoon Brewing Co.","/beer/profile/28873/103919/"
"Ojo Blanco","Witbier",5.6,14,3.9,85,3,7.95,"AZ","Dragoon Brewing Co.","/beer/profile/28873/84763/"
"Ryelander","American Double / Imperial IPA",9.2,12,4.24,86,3,8.25,"AZ","Dragoon Brewing Co.","/beer/profile/28873/92064/"
"Saison Blue","Saison / Farmhouse Ale",7.1,26,4.11,87,4,7.06,"AZ","Dragoon Brewing Co.","/beer/profile/28873/82602/"
"Sarcosuchus Double IPA","American Double / Imperial IPA",10.5,27,4.39,89,7,16.4,"AZ","Dragoon Brewing Co.","/beer/profile/28873/94476/"
"Scout Porter","American Porter",6.2,28,4.1,87,8,5.37,"AZ","Dragoon Brewing Co.","/beer/profile/28873/88659/"
"Stronghold Session Ale","English Dark Mild Ale",4.7,33,4.17,88,9,9.11,"AZ","Dragoon Brewing Co.","/beer/profile/28873/80843/"
"Bell Road IPA","American IPA",7.3,21,4.06,86,12,9.85,"AZ","Dubina Brewing","/beer/profile/36473/150693/"
"Flagstaff Bitterroot ESB","English Bitter",5.75,15,3.82,84,8,8.9,"AZ","Flagstaff Brewing Company","/beer/profile/6266/12089/"
"Flagstaff Blackbird Porter","American Porter",6,17,3.57,83,8,12.04,"AZ","Flagstaff Brewing Company","/beer/profile/6266/12090/"
"Flagstaff Bubbaganouj IPA","English India Pale Ale (IPA)",6.2,15,3.41,82,9,9.38,"AZ","Flagstaff Brewing Company","/beer/profile/6266/12091/"
"8th Street Pale Ale","English Pale Ale",4.9,278,3.61,82,87,13.02,"AZ","Four Peaks Brewing Company - 8th Street Brewery","/beer/profile/2171/6815/"
"Arizona Peach","Fruit / Vegetable Beer",4.2,153,3.51,81,24,14.53,"AZ","Four Peaks Brewing Company - 8th Street Brewery","/beer/profile/2171/10697/"
"Bourbon Barrel Aged Sirius Black","American Double / Imperial Stout",NA,16,4.04,86,4,7.43,"AZ","Four Peaks Brewing Company - 8th Street Brewery","/beer/profile/2171/79606/"
